,summary,access,interaction,house_rules,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
438,"Great apt. close to Longwood Medical Area, Fenway, Harvard, Grocery stores, Restaurants, Bars, Museums, Major Colleges, 10-15 min from Cambridge and Copley plaza.  You’ll love cleanliness, light, freshness, closeness to T green line, high ceilings and the comfy bed.  Good for couples, scholars, doctors, adventurers, business travelers, and families",Washer and dryer are located in the first floor.,"When they arrive, when they leave and whenever they need me. I answer as fast as I possibly can.","Please be mindful of others, no loud music and please be clean and keep the place in great condition, as you found it. Any question  or problem, or immediate need you may have, please send me a message or call me, and I would solve it ASAP.",2014-06-11,within an hour,100%,100%,f,1,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",,208.0,,$84.00,2,$35.00,1,1125,5,88.0,f,t,moderate,2.63
439,"This beautifully furnished, two-bedroom loft apartment is your home away from home! Right by the T, with full-size beds, comfy couches, high ceilings, & plenty of room for groups (sleeps 7!). Gourmet kitchen, HUGE TV, superfast wifi - you'll love it!","This is my personal home, but I live elsewhere when guests are staying - so you have all the benefits of a real home combined with the privacy you want!  I'm happy to walk around the place and answer any questions as I show you where I've laid out the linens and supplies I have for you. I love sharing my beautiful home with new friends and guests!","We'll meet you and show you around and answer any questions you might have!  Check out my pictures, and drop me a line if you're interested or have any questions! I'm always happy to meet and talk to new people. :)","No pets, please - and definitely no smoking. Be nice to furniture and posessions - since this is a house that actually gets lived in, they're mostly pretty important to me, rather than just knicknacks.  Read the books, don't break spines! Don't put the pots and pans or cast iron skillets in the dishwasher!  You know, the basics :)",2011-09-28,within a few hours,100%,97%,f,2,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,7,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,399.0,,$25.00,4,$0.00,2,6,31,84.0,f,f,strict,0.73
440,"This studio apartment is perfect for those visiting the long wood  medical area hospitals and schools. If you are in the mood to venture out to tourist attractions, this spot is great too!",Kitchen Wi-fi Cable,,Must be 21 to book No loud music No parties No smoking No pets,2014-04-15,a few days or more,31%,97%,f,2,,Mission Hill,,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,{},,100.0,,$13.00,1,$0.00,3,90,3,93.0,f,f,flexible,0.23
444,"Welcome to JP! In a 1-mile radius from my 2BDR apt., you are at Arnold Arboretum, Ula Café, Sam Adams Brewery & more.  Stay in! Enjoy a meal on the deck. Cross the street & take bus 39 to Copley Sq. or take a 7 min. walk to the green or orange lines.",You'll have access to all of the amenities listed in amenities area of the site. I also welcome you to enjoy anything that you find in the fridge.  Washer and dryer are located in the basement. Total to wash and dry one load is $3 in quarters.  There is a laundry bag provided for you in the room.,"I love chatting and getting to know new people, however my presence is not overbearing.  Most of the time you will have the place to yourself as my schedule keeps me out for extended periods of the day.  I'm always available by cell if you have questions or concerns.","You're welcome to enjoy all of the amenities of the space.  I do ask that you keep your personal belongings in the bedroom area, so as to keep the common areas clean for all to enjoy.  There's no curfew!  Come and go as you like, but be respectful in the wee hours of the morning or night please. Liability Waiver: If you decide to stay here, you assume responsibility for yourself and your guests for personal injury and property loss/damage. You agree to indemnify/hold harmless the tenant (Christina Marie), landlord and property management company from any loss, liability, damage or cost incurred by you or your guests related to your stay at this apartment. By agreeing to stay here, you are giving up any rights to bring a legal action or assert a claim against the tentant/landlord/ property management.",2012-12-21,,,,t,1,Mission Hill,Mission Hill,,t,Apartment,Private room,1,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,75.0,,$35.00,1,$40.00,2,730,42,95.0,f,f,strict,1.63
446,Note: We are not yet booking for the Marathon. Please check back closer to the end of the year for availability.  Top floor duplex in a brownstone on a tree lined street located minutes to the Longwood Medical Area. 3rd floor walk-up.,"The owner lives in this unit part time and he has his personal items in the unit. However, there is ample storage space for guests.",I'll meet you at move in and move out. I live a few minutes away and I'm available if you need me.,"No Smoking, No Pets",2009-07-22,within a few hours,100%,93%,f,12,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,3,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials}",1200.0,115.0,"$1,000.00",$200.00,0,$0.00,5,90,9,89.0,f,f,strict,0.23
447,Located within walking distance from the Longwood Medical Area.  This very spacious 1 bedroom includes WiFi and cable TV.  The bedroom has a Queen sized bed with Marriott Hotel mattress toppers!,,,,2014-07-16,within a few hours,97%,81%,f,21,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,65.0,,,1,$0.00,2,1125,3,60.0,f,f,moderate,0.36
449,"1 of 2 rooms available that can sleep up to 5 people. This room has bunk beds and can have an additional air mattress added. You will have access to a full kitchen and the living room, with TV, and Wi-Fi. The bathroom is shared.","Guests will have their own bedroom, access to the living room and TV, as well as the full kitchen and bathroom. Their is only one bathroom in the apartment and that is shared with all guests and me.",I will be in the apartment while you are there. I enjoy spending time with my guests and getting to know them. I do work during the day but am usually home by 6. My office is only across the street so I am always in the neighborhood if you need anything. I do work from home most weekends.,"1. Be respectful of me and my home 2. No Pets 3. No Smoking  4. No Children under 10. (The house is not child proof) 5. Remove your shoes 6. Check in is 3-11pm  7. Check out is 10am  *early check in or late check out must be arranged before the reservation starts and may not be accommodated* 8. The bathroom is a shared space, keep the sink clear, there is limited room for your bath products in the shower.",2013-07-23,within a few hours,100%,100%,f,3,Mission Hill,Mission Hill,,t,Apartment,Private room,3,1.0,1.0,3.0,Airbed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,75.0,$100.00,$25.00,2,$20.00,2,1125,73,82.0,f,f,moderate,1.95
452,"My place is close to The Longwood Medical Area , The Mission Bar & Grill, Boston Children's Hospital, Brigham & Women's, Fenway Area. You’ll love my place because of The Space. My place is good for couples, solo adventurers, and families (with kids).",,,- $150 Pet Fee - 14.45% Tax Will be adjusted into price once confirmed!,2014-07-16,within a few hours,97%,81%,f,21,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron}",,199.0,,,1,$0.00,2,1125,8,90.0,f,f,moderate,2.89
454,"2 bedroom apt in Mission Hill/Longwood Medical/Brookline area. Living room with big sectional, full kitchen, 1 full bathroom, 2 bedrooms with full beds. Steps from green T, close to Prudential, Fenway, Northeastern, downtown!",,,,2015-10-18,,,,f,1,Mission Hill,Mission Hill,,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in""}",,160.0,,,1,$0.00,2,1125,3,93.0,f,f,strict,0.29
456,"On back side of Mission Hill, 10 min walk to  (2)T lines. Close to Brigham Circle (medical district) MFA,Symphony,Fenway,Downtown & JP. Sunny living-dining room & open full kitchen. Large bedroom w/queen bed. Wifi, patio, full bath, washer/dryer.","The bedrooms have clean sheets, pillow cases and blankets. We will offer fresh towels and face cloths. The house has Wifi. You have full access to the kitchen with plates, cutlery, pots & pans and utensils at your disposal. Our bright kitchen includes, gas stove & oven, fridge & freezer, french press coffee maker, toaster, microwave, food processor, blender and Champion Juicer. We do NOT have a dishwasher. If you are into cooking you can have access to cooking oils, spices, coffee and teas, but please bring your own food. The bedroom will have plenty of space available to place your clothes,we reserve half the closet and there is also shelving.  Since you are renting a private room, you will also be sharing the common spaces, especially the bathroom with us. We occupy the bathroom most of the year in the mornings between 6:15 and 6:50 am, but in July and August we are using it between 7:00 and 8:00 am.   Arrangements can be made to rent bicycles if you wish. You can pick greens and fru","This of course depends on our guests needs and my own work schedule. My partner goes to work 8-4, but I'm a lot more flexible. We have maps of Boston and can certainly find a time to offer suggestions as to the how's, what's and where's of Boston, Brookline, Cambridge & Somerville and a lot of the surrounding area. ","In the kitchen the primary thing would be to wash your own dishes and clean up after yourself. We don't usually use shoes in the house, we can provide you with slippers or you might want to bring some. Its not a problem if you have to use orthopedic shoes. The bathroom is clean and we want folks to hang up your towels,either in your room or in the bathroom, and not leave the floor wet. We are not a loud house at night. Alcohol is fine so long as you aren't bent on getting drunk. And please no smoking inside, we have plenty of space outdoors for that. If you are here by yourselves for more than 3-4 days we may ask you to water the house plants. We ask that you recycle all pertinent trash and compost your food scraps, if you're not familiar with that we'll be happy to show you our system. No outdoor fires allowed if we are not present. Check in time is best at 3 PM and check out is at noon.",2014-04-08,within a day,90%,86%,f,1,Mission Hill,Mission Hill,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",,65.0,,$10.00,1,$0.00,2,7,50,96.0,f,f,flexible,1.73
457,"一室一卧中的卧,带书桌,双人床,带空调,带24小时热水的卫生间。有灶台,有冰箱的厨房。步行5分钟至绿线mission park地铁站,39、66路车站。因放假回国,房间空置。床单被罩一应俱全,拎包入住。另有一对30岁左右夫妻室友,无不良嗜好,正常作息。",,,,2016-04-26,within a day,100%,100%,f,1,Mission Hill,Mission Hill,,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",,41.0,"$1,000.00",,1,$0.00,1,1125,2,100.0,f,f,flexible,0.75
459,"This cozy 1 Bed is in a perfect location right on the emerald necklace!  A short walk to Longwood Medical, and a 1 min walk to the Green Line E, River way stop.  Bedroom features a comfortable memory foam mattress, fridge in room, and a large closet.","Private bedroom and a shared living room, kitchen and bathroom.","I have a great knowledge of the area, and can help you with recommendations on activities and restaurants.",No smoking,2015-12-05,,,,f,1,Mission Hill,Mission Hill,,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,49.0,,$5.00,2,$50.00,1,31,14,85.0,f,f,moderate,2.33
