,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,requires_license,instant_bookable,cancellation_policy,reviews_per_month
48,"1909 Craftsman home with inlaid wood floors on quiet street, walk to Farmer's Market, stores, cafes, restaurants, parks, pool and gym. Short bus ride to Seattle Center and Downtown. Perfect place for a family.",2015-02-11,,,,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,160.0,$100.00,$55.00,2,$25.00,2,1125,1,100.0,f,f,moderate,0.16
50,"Charming loft-style studio in an urban garden oasis. Enjoy great views, outdoor deck & garden. Easily accessible on #1 Bus line or 5min drive to/from Seattle Center. Only 10min to/from:Downtown, Cruise Terminals, Fremont, Ballard & Lake Union.",2015-08-08,within an hour,100%,100%,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,99.0,,$50.00,2,$50.00,1,1125,2,100.0,f,f,moderate,2.0
52,"This charming top floor apartment is part of a Triplex Craftsman home in the Queen Anne neighborhood, just minutes from downtown, the Seattle Center, Seattle Waterfront, and Pike Place Market. All of the above within 20 minute walk, or short bus ride.",2012-09-10,,,,f,2.0,Queen Anne,West Queen Anne,Queen Anne,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",,137.0,,$20.00,2,$20.00,2,1125,3,100.0,f,t,moderate,0.64
55,"Conveniently located on top of Queen Anne, you will have access to all that Seattle has to offer. Located 3 blocks from shops and restaurants and minutes to vibrant South Lake Union, Amazon, the Space Needle, Downtown, Pike Place Market, Seattle waterfront and more!",2014-12-24,within an hour,100%,100%,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,145.0,$100.00,$30.00,2,$10.00,2,1125,44,94.0,f,f,moderate,5.64
56,"Make this cozy room with private bath in Queen Anne your home base for your Seattle visit. Centrally located with easy bus access, you can feel free to roam the city and then return home to enjoy a sunset from our porch overlooking Elliot Bay.",2014-05-06,within a day,70%,100%,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,Townhouse,Private room,2,1.0,1.0,1.0,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,80.0,,,1,$0.00,1,1125,10,100.0,f,f,flexible,2.5
57,"    This is a detached, completely private studio cottage. It has a full travertine bathroom, washer dryer, full size kitchen appliances, miles of granite counter, work space, eating area, built in storage in closet, vaulted ceilings, queen bed.   ",2014-02-12,within an hour,100%,100%,t,3.0,Queen Anne,West Queen Anne,Queen Anne,t,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,95.0,$200.00,$60.00,1,$0.00,3,1125,77,98.0,f,t,moderate,4.12
59,"Private bedroom w/ private bath in clean and modern home with stunning views of Puget Sound. Located in charming Queen Anne neighborhood Quiet, quaint, and very walkable -- just minutes walk to numerous restaurants, bars, cafes, shopping. Several bus routes with stops just a couple blocks away.",2011-05-05,within a day,100%,100%,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,House,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,85.0,,,1,$0.00,2,1125,2,100.0,f,f,moderate,1.3
60,"Our space is a top floor apt. conveniently located within a relatively short walk and even shorter bus ride to all of the best our city has to offer! The Queen Anne is a safe/upscale neighborhood located right above downtown Seattle with gorgeous views and a plethora of parks and unique stairways to discover as you walk your way down to the Seattle waterfront/Pike Place market, or the Seattle Center. We have found our little slice of heaven here in Seattle and can't wait to share it with you!",2012-09-10,,,,f,2.0,Queen Anne,West Queen Anne,Queen Anne,t,Apartment,Private room,2,1.0,1.0,1.0,Futon,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,70.0,,$20.00,1,$0.00,1,1125,1,100.0,f,f,flexible,0.25
61,"Newly remodeled Garage close to downtown. Centrally located near Ballard and Capitol Hill. Bus line across the street. Air Conditioned, WI-FI , 42 in Smart TV with our Netflix , Hulu Plus, and Amazon Video built in.  Please No pets .",2012-10-30,within an hour,100%,100%,t,5.0,Queen Anne,West Queen Anne,Queen Anne,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}",,90.0,$150.00,$25.00,1,$0.00,2,14,109,97.0,f,f,strict,5.24
62,"Private bedroom, bathroom, and family room in daylight basement of beautiful home in lovely Queen Anne neighborhood. Within walking distance of Seattle Center, close to downtown and cruise ship terminal. Space for plenty of street parking.",2015-05-16,within a few hours,100%,100%,f,1.0,Queen Anne,West Queen Anne,Queen Anne,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",,80.0,,,2,$15.00,1,6,52,92.0,f,f,flexible,7.06
63, A story book wagon that you can sleep in !,2012-10-30,within an hour,100%,100%,t,5.0,Queen Anne,West Queen Anne,Queen Anne,t,Camper/RV,Private room,2,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",,60.0,$150.00,$25.00,2,$0.00,2,7,191,97.0,f,f,strict,4.96
65,"LEED certified ""green"" 3-story townhouse with all the amenities. Walkable to everything that makes the Ballard neighborhood special - eg: Locks, Farmers Mkt! Bring your kayak and your mutt! Within a block is public water access to Salmon Bay, Burke Gilman trail, dog-friendly bar, day spa, & more!",2012-07-05,within an hour,100%,100%,f,1.0,,Adams,Ballard,f,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,170.0,$250.00,$100.00,6,$100.00,4,1125,9,91.0,f,f,strict,1.82
66,"You'll feel right at home in our private entrance apartment in Ballard. Walk to great restaurants, cafes, shops and grocery stores. We are also a quick walk to the bus stop that will take you to beautiful downtown Seattle!    ",2014-07-17,within an hour,100%,100%,f,1.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,85.0,,$50.00,2,$20.00,3,1125,65,98.0,f,t,moderate,3.94
67,"A beautiful sun-filled homes in an amazing Ballard Location. You get the whole property to yourself, including 5 bedrooms, 3.5 bathrooms, two kitchens, the rooftop deck and the lovely backyard. A 5 minute stroll brings you to groceries, restaurants, bars, breweries, parks and fun. Plum Modern includes both our Plum House listing:https://www.airbnb.com/rooms/6401209 and our Plum Apartment listing:https://www.airbnb.com/rooms/5549211. You can also see all the listings on our profile page.",2015-03-04,within a few hours,100%,100%,t,4.0,Ballard,Adams,Ballard,t,House,Entire home/apt,12,3.5,5.0,7.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,465.0,"$1,000.00",$250.00,1,$0.00,3,1125,5,96.0,f,f,strict,1.38
68,"This 1BR is in a great location!  Walking distance to bars, fantastic restaurants, cute shops, a movie theatre and an AMAZING Sunday market.  Also nearby, Golden Gardens Beach, the Ballard Locks, and only 10 min to downtown Seattle.",2013-03-04,within a few hours,100%,100%,f,1.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,175.0,$250.00,$50.00,1,$0.00,1,1125,5,96.0,f,f,flexible,1.01
71,"Walk less than 10 minutes from this cozy bedroom to all that Ballard has to offer - restaurants, bars, farmers market, and more! Or step out of your private room into the fresh air of a secret garden patio where you'll feel miles away from the city.",2012-01-16,within a few hours,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,59.0,,$12.00,1,$0.00,1,1125,16,93.0,f,f,flexible,3.29
72,Our place is in the awesome Ballard neighborhood of Seattle w/ its own busy downtown! 4 miles from the Seattle Center easypublic transportation or you can drive :) or bike. Belltown approx 10min. You can walk to everything! We are on the main street.,2011-07-19,within an hour,90%,100%,f,1.0,Ballard,Adams,Ballard,t,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,"{TV,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,47.0,$200.00,$15.00,2,$10.00,1,1125,23,77.0,f,f,strict,3.07
73,"Cozy, old world charm cottage in iconic Ballard with full amenities, sunlight and a yard for picnics.  Great walking score (a block to coffee/grocery) to the heart of Ballard with amazing restaurants shops, farmers market and beach. ",2013-05-08,within a day,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",,145.0,$100.00,$45.00,4,$30.00,2,14,45,97.0,f,f,moderate,1.44
74,"Private room & bathroom two blocks from grocery stores, independent shops, and some of the best restaurants in the city. Walk to the beach, take the bus downtown, or hop on the bike trail. Perfect for your business or pleasure trip!",2011-10-27,within a few hours,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Private room,2,1.0,1.0,1.0,Futon,"{Internet,""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Shampoo}",,70.0,,,1,$0.00,1,1125,75,94.0,f,f,flexible,3.46
75,"Comfy captain's bed in a home, in the heart of beautiful Ballard, WA.  The private room (note:  room is small) and bath, walks out onto a private covered outdoor living space overlooking an intimate and peaceful garden.  My guests sleep well.",2014-05-13,within an hour,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,55.0,$100.00,$25.00,1,$10.00,2,1125,86,94.0,f,f,moderate,4.43
76,Art studio getaway in heart of Seattle's hip Ballard neighborhood.,2012-09-16,within an hour,100%,100%,t,1.0,Ballard,Adams,Ballard,t,House,Private room,4,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,95.0,,$30.00,2,$35.00,2,90,151,97.0,f,f,moderate,3.85
77,"Built in 1900 in the heart of Ballard, our house is conveniently located within walking distance to some of Seattle's best restaurants and shops, the Hiram Chittenden Locks and year-round farmers' market. Recently renovated, private bath and entry.",2014-09-08,within an hour,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Pets live on this property"",Dog(s),""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,125.0,,,1,$0.00,1,1125,6,92.0,f,t,flexible,0.38
78,"Relax in this room with subtle nautical decor that mirrors the Ballard Locks that are a stones throw away. Full access to the kitchen and living room on the main floor. 1 block away from express  bus to downtown, 3 blocks to Ballard Core.",2014-11-01,within an hour,100%,100%,f,3.0,Ballard,Adams,Ballard,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,65.0,,$45.00,1,$0.00,1,26,16,94.0,f,f,moderate,3.75
81,"Ballard 1 bedroom plus loft and AWESOME lovingly repurposed 25' Airstream trailer.  A queen in the trailer, a king in the loft, queen in the main bedroom, and a queen sofa bed - only bath is off the main floor bedroom.",2012-04-26,within an hour,100%,100%,f,4.0,Ballard,Adams,Ballard,t,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,149.0,,,4,$20.00,1,1125,165,95.0,f,t,moderate,7.84
82,"Located in the Sunset Hill/Ballard Area of Seattle. 1 bedroom, 1.5 bath, kitchen, living area. A clean and comfortable home away from home. Steps from the Ballard Locks, bus lines, bicycle and walking trails. A quiet and most conveniently located apartment. Enjoy a stroll to Golden Gardens.",2013-07-13,within an hour,100%,100%,t,1.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,125.0,$250.00,$75.00,0,$0.00,3,1125,48,100.0,f,f,strict,2.11
84,"See upper apartment listing for reviews. Located on main floor of circa 1900 house in old Ballard. Complete, fully functional apartment with fully equipped kitchen. Nothing is shared with the main floor apartment except laundry. Close to everything!",2009-11-10,within an hour,100%,,t,2.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,129.0,$250.00,$75.00,1,$0.00,5,999,2,100.0,f,f,strict,0.26
86,"My beautiful 2-bedroom condo is in the heart of Ballard.  Southwest facing with mountain views, this light-filled space is a great place to hang out or to explore from, just 5 blocks to downtown Ballard or an easy bus ride downtown. Check it out!",2013-02-05,within a few hours,100%,100%,t,1.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,150.0,,,1,$0.00,2,1125,27,93.0,f,f,moderate,1.48
92,"Enjoy complete privacy in our townhome blocks from downtown ballard! Newly landscaped yard, fence, new paint, new carpet, and new countertops! Luxurious walk in European shower for two. Easy access to major bus  lines anywhere in Seattle! ",2014-07-28,within a few hours,100%,100%,f,1.0,Ballard,Adams,Ballard,t,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,80.0,$200.00,$75.00,1,$0.00,1,7,88,95.0,f,f,moderate,6.07
93,"880 air conditioned sq ft in upper level (stairs) of a 1912 home includes living room, dining room, large kitchen, bedroom, and a private, fenced yard. Blocks to downtown Ballard, Shilshole Bay and a short ride to Amazon, S Lk Union, Seattle and UW.",2015-06-13,within an hour,67%,100%,f,1.0,Ballard,Adams,Ballard,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,126.0,$300.00,$95.00,2,$25.00,2,1125,10,98.0,f,f,moderate,1.75
